sentence1,label
"Socorroooooo !!!! Você já imaginou atravessar de um estado para outro (SP/MG) em 48s ? Em Socorro é possível,... https://t.co/ZLMqTTICVH",1
"RT @occ2013: calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... https://t.co/V…",0
"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @tue_nunes07 @newrandley @perpetuosocor https://t.co/D4bcBHqhju",1
"RT @edmilsonpapo10: Após decretar falência do Estado de Minas, Pimentel tá comprando mais 2 helicópteros... Teremos mtos feriados em 2017..…",0
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
RT @em_com: Esta é a capa do Estado de Minas deste sábado. Saiba tudo em https://t.co/rapYrfsnzQ https://t.co/BN2QsuZKmx,1
"Em 2014, PF e MP tentaram barrar crescimento do PCC em Roraima - Nacional - Estado de Minas https://t.co/E7sjvDNhJp",1
Os petistas são assim mesmo! Agem como se fossem os donos. se apropriam... https://t.co/Ft91xpPi4E,0
Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/eIQDT8ZBip https://t.co/RnMG0UDoiQ,1
"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/WK9bJkHP5Z https://t.co/niscrVtiK4",2
Grupo é detido após roubo e carreta recuperada em MG https://t.co/7cLp7PaVzF,2
Polícia Militar prende autor de tráfico de drogas em Ouro Preto-MG https://t.co/FilVuY0OgX,2
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
"RT @brasil_fotos: Mesmo depois de falir o estado de MG, Fernando Pimentel abre licitação para compra de 2 (sim, dois!) helicópteros. Inacre…",0
"RT @brasil_fotos: Mesmo depois de falir o estado de MG, Fernando Pimentel abre licitação para compra de 2 (sim, dois!) helicópteros. Inacre…",0
RT @Ary_AntiPT: ESCARNIO IV COM 3 FILHO'S FERNANDO PIMENTEL É A CALAMIDADE  Governo de Minas Gerais compra mais dois helicópteros  https://…,0
"RT @Ca_Moredi: Notícias ao Minuto - Governo de MG gasta R$ 50,8 milhões com helicópteros https://t.co/0RfO90dkX2",0
"New post: ""Suspeitos de envolvimento com tráfico de drogas são detidos em Belo Horizonte"" https://t.co/gJIbePsWw1",2
Homem é preso em Belo Horizonte suspeito de tráfico de drogas https://t.co/9PlKnaqN4D https://t.co/HoeVNrz2by,2
Fernando Pimentel entrega viaturas à PM em Governador Valadares #G1 https://t.co/NssCLQ5736,2
"RT @shineshailey: El nombre del estado de brasileño ""Minas Gerais"" en el tobillo izquierdo https://t.co/4xTHtqSqMw",1
RT @Pami_px: @o_antagonista Esse homem ainda esta solto? Obrigada STF obrigada Assemleia legislativa do Estado vcs fazem mto pelo País e po…,0
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense  Pra ser convocado tem que mudar de…",1
@Kefera teria como doar sangue pra ele morando em outro estado? eu sou de Minas e gostaria de ajudar,1
"RT @RevistaISTOE: Mesmo em ‘calamidade financeira’, governo de Fernando Pimentel em MG compra mais dois helicópteros. https://t.co/vAdSKiBh…",0
Temer convoca reunião para tratar do massacre de Manaus – Estado de Minas: Estado de Minas… https://t.co/m9nnzL1SPl,1
Menor é detido com drogas e balança de precisão em Montes Claros https://t.co/55Xl1okfr7 https://t.co/3ENQc9nvwJ,2
RT @SturtSilva: A pressão e marcação cerrada da Polícia Militar de MG contra o governo Pimentel (PT) merece uma investigação: https://t.co/…,0
Donos de sorveterias aproveitam o verão para venderem mais em Governador Valadares https://t.co/Jj3yY2gpf4 https://t.co/sZDDdIWG1t,1
RT @juniorpitangui: A @BiaArantes_real (cruzeirense!!!) e o @CaBertolazzi são destaque do caderno de TV do Estado de Minas deste domingo. h…,1
"RT @mariosilva969: O Governo de minas comprou mais 2 aeronaves, e olha q Minas está falida. Na verdade falida p mim e p você, mas não p ele…",0
#timbeta #globo Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda https://t.co/JSQqMIduBY #OperacaoBetaLab #Sigodevo…,2
RT @AnjokaMaximo: @o_antagonista  Põe na conta do @STF_oficial  que não cumpriu seu papel de afastar Pimentel. o Estado de MG pode cobrar T…,1
@PMMG190 - Militares da 71ª Cia Prende autor de Drogas https://t.co/5e0U6S5yPJ,2
"RT @UOLNoticias: Polêmica com filho de Pimentel: Governo de Minas prevê gasto de R$ 50,8 mi com helicópteros https://t.co/uuqDLAAmxy",0
"Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/aR186yD2Xj",0
FBI investiga motivação de ataque que deixou mortos em aeroproto da Flórida - Estado de Minas https://t.co/BARPmpepFC,1
RT @CacoBrasil2: POLÍCIA FEDERAL prende um homem por tráfico internacional de drogas com 10kg de cocaína em aeroporto de MG https://t.co/8W…,2
Gangue dispensa armas e drogas durante perseguição e acaba detida https://t.co/EcuEjJpqMb via @portalr7,2
Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de... https://t.co/YetU454kx6 by #Ary_AntiPT via @c0nvey,0
"@PMMG190 - 26 Cia PM Ind- ITAOBIM-  PMMG apreende arma de fogo, muniçõe, drogas e prende autores https://t.co/3CnTYzRZ0f",2
"Mulher é presa por tráfico de Drogas em operação da Policia Civil em Muriaé, MG... https://t.co/jeKR58OrIj",2
RT @ReutersBrazil: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Qf614UYcNC,0
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/Y85aGaZVhI,2
"RT @capslock_io: Governo de Minas Gerais compra mais dois helicópteros -  https://t.co/ZTWw3u9ePM VOTARAM NO PT, ESPERAVAM O QUE DO GOVERNA…",0
Trabalho de procurador - Atuação em defesa de Minas Gerais resulta em expressiva arrecadação de valores https://t.co/aFFaP95Q6D,2
MG: Lei da agricultura familiar completa seis anos com a inclusão de mais de 200 agroindústrias no estado https://t.co/rT5gRmjkn2,2
RT @fabeoandreud: Reginaldo Lopes o político mais SALAFRÁRIO do estado de Minas Gerais. Nem o Pimentel é igual.,0
RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos. https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A,2
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
"RT @GiganteSempre: @PanichiRaphael como estão os salários dos funcionários do estado de Minas Gerais ? Pimentel pagando em dia, tudo certo ?",1
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/wsP174KUhv https://t.co/dYqGWvoCQn,2
Policial de folga impede roubo e detém ladrões em Juiz de Fora https://t.co/vwqGBGMZXM https://t.co/4c9Q3hpDYU,2
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/L1V8gCcF9N via @UOLNoticias @UOL",0
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/bppt01VoGh https://t.co/1yxPlXcgJ9,2
Equipe da Força Nacional do SUS está em Minas Gerais para atender pacientes com febre amarela: https://t.co/hA1lOLqUaA via @YouTube,2
"RT @JoseAdeildo: Em calamidade financeira, governo de Minas Gerais compra mais dois helicópteros https://t.co/H42tw8YqUI",0
"RT @governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://…",2
RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L,2
"Notícias ao Minuto - Governo de MG gasta R$ 50,8 milhões com helicópteros https://t.co/T8p3BQpFPC",0
"RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv",0
"RT @brasil_fotos: Mesmo depois de falir o estado de MG, Fernando Pimentel abre licitação para compra de 2 (sim, dois!) helicópteros. Inacre…",0
08/01/1963 — É adaptada a bandeira do estado de Minas Gerais https://t.co/MyLKU1a7Yr,1
Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/tom4YOYyyF https://t.co/H05yiTZAwe,1
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar.. https://t.co/bugcJ6VIuN,1
"Polícia apreende armas e drogas no distrito de Barra Alegre, em Ipatinga https://t.co/iv255k8AW5 https://t.co/CL79svT7Pd",2
RT @ninadeabreuc: Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/X0EPvVhxgk,1
"RT @Leitor1919: 'Não me arrependo', diz americano que reagiu a assalto no Rio e foi preso por desacato - Nacional - Estado de Minas https:/…",1
Jovem é preso suspeito de violência doméstica e cárcere em Uberlândia  https://t.co/I1zxtf9imO #TimBeta,2
"Alo @MichelTemer , aqui em minas governador petralha comprou 2 helicopteros, cobra dele explicações, faz ele devolve los",0
"Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/vfaVb7PT5y by #alemendes0110 via @c0nvey",0
Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda https://t.co/SiwWkzNaXi https://t.co/By9yIOVliG,2
RT @JDanieldf: Pedindo para que MG reaja? Reagir contra o governador queridinho dos eleitores mineiros? https://t.co/mMCw5wyyL8,0
Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/K8H4CzCDia,2
RT @portaluai: #Minas vai dobrar oferta de trabalho e estudo nos #presídios do Estado https://t.co/UxfPtAKxte,1
RT @PanichiRaphael: Está ruim para o estado de Minas Gerais? Para o Pimentel e sua Família não! Papai busca eles de helicóptero com o dinhe…,0
E o governador mais corrupto q MG já teve continua solto! https://t.co/gVjgzIyGWG,0
"RT @xenofonte: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/bmMzonoY6F",2
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
o tal Pimentel é só o governador de minas. Com o dinheiro PUBLICo investido nesse helicóptero dava pra tirar mil pe… https://t.co/qgromNyrXs,0
Capa do Estado de Minas de Hoje. https://t.co/8vp9qTFsGm,1
"@eliascarla Como já informamos, a SES-MG esclarece que não há falta de vacina contra Febre Amarela no Estado https://t.co/YeJK93WwP0",2
Pimentel e o PT! Distribuindo a doença! Estado amplia para 23 o número de casos suspeitos de febre amarela em Minas https://t.co/RETIt1WHPH,0
Quatro homens são presos por  tráfico de drogas em Janaúba https://t.co/0UXusfjOAB,2
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar.; https://t.co/xWfo5GL7Ll,1
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/ilkqhekpEM,2
RT @bemestar: Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/Us3yVBKJ31,2
CAMBIO FENITOINA SÓDICA DE 100 MG.. POR TEGRETOL DE 200 O 400..O POR CARBAMZEPINA... CABIMAS ESTADO ZULIA..,1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
Maduro designa novo vice-presidente na Venezuela - Estado de Minas https://t.co/ahxZlciSuW,1
Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/HZWxPKTyaV https://t.co/lUKXjilvPm,2
"Quadrilha é presa por tráfico de drogas em Timóteo, MG https://t.co/JJWpLsUWoC https://t.co/7WVKJNCANe",2
RT @ubiratan405: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/PVIRXPFgCo    @maria_lima muito bom!!…,2
"RT @fn7k: Pimentel torrou o dinheiro dos depósitos judiciais, como puderam entregar todo esse dinheiro na mão desse corrupto?? https://t.co…",0
"Presídio privado em MG nunca teve rebeliões, R$ 1.750 é o custo do preso e à manutenção da cadeia, lá preso trabalha https://t.co/wGb3Qh6b17",2
"RT @gorettem: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL  https://t.co/QkytjbbkMK",1
Portugal se prepara para o adeus a Mario Soares - Estado de Minas https://t.co/8ZcqBCp1qw,1
RT @lovingmyseokjin: estoy ignorando todo programa donde haya estado seokjin donde se hace el capo con las minas xq si los llego a ver me r…,1
"RT @brasil_fotos: Mesmo depois de falir o estado de MG, Fernando Pimentel abre licitação para compra de 2 (sim, dois!) helicópteros. Inacre…",0
RT @KellyKaroll: Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/qfotbtxa3d #OperaçãoBetaLab https://…,2
Amigos e familiares fazem passeata após desaparecimento de casal na Grande BH - Gerais - Estado de Minas https://t.co/pLoZg1VYBz,1
Jovem é preso em Patos de Minas suspeito de tráfico e roubo na região: Havia três mandados expedidos pelo juiz de…… https://t.co/WZWFNvKKFx,2
"Notificações por febre amarela estão em declínio, afirma governo de MG https://t.co/8zraNOTR7J",2
Polícia Civil apreende drogas e materiais para refino em Iturama https://t.co/EaweryYbMk,2
RT @miguelortega_10: Mi estado de ánimo: ������,1
@PMMG190 - UNAI - PRISÃO DE AUTORES E APREENSÃO DE DROGAS https://t.co/NsOtSOvGkr,2
"RT @governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://…",2
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
PIMENTEL GOV PETISTA DE MG DANDO UM ROLE COM HELICOPTERO DO GOVERNO BUSCAR O FILHO BEBADO: https://t.co/2zHCM9WT2P via @YouTube,0
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",2
PM monitora casa e prende homem com drogas e arma em Montes Claros https://t.co/qOH4lbHKer https://t.co/uj48CaYFoo,2
Secretário de Saúde afirma que novos casos de #FebreAmarela em Minas estão em declínio https://t.co/jnhivVh2Rj https://t.co/KerXgDBFJ4,2
#timbeta #globo Quatro homens são presos suspeitos de tráfico de drogas em Pirapora https://t.co/BYKUj4kNxN #OperacaoBetaLab #Sigodevolta,2
RT @folha: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/M3Qvk9wN3T https://t.co/ESWDEpfKWh,0
RT @caiozito7: falou que o altetico mg é o maior do estado já sei que tem problema mental,1
Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/U3wA0EgA7v #SomosTodosDilma #Raynniere #BuyRaynniereOnIt…,2
#i5gornascimento @i5gornascimento @cristiano UFJF abre 62 vagas para cursos em Governador Valadares https://t.co/NnA9YFp4BP,1
Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/EL1F4XLAmu,2
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
"RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv",0
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",2
Iveco vende 628 ônibus ao Governo de Minas Gerais - Jornauto https://t.co/xtjnFgFyvq,2
Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/5agETRLxoC https://t.co/v988WKiIDL,2
Vacinação de febre amarela em áreas de surto em MG chega a 90% e ministro espera queda de casos … https://t.co/aKqnJCwqc3,2
"RT @DiariodoPoder: Governador petista de Minas Gerais usa helicóptero do governo para buscar filho na balada, após réveillon. Vídeo: https:…",0
Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado -  https://t.co/LetXFdo1Cg,1
BLOG JUIZ DE FORA SEGURA: Ônibus carregado de drogas é flagrado na MG-353 https://t.co/ZbsFxrGrS1,2
"Dois homens são presos suspeitos de tráfico de drogas em Caldas, MG https://t.co/BfDvZUDzEq https://t.co/M95LhjIj8w",2
Minas vai dobrar oferta de trabalho e estudo nos presídios do Estado https://t.co/eICA9SDye5,1
"Homem é preso após transportar drogas em ônibus de turismo, em MG https://t.co/BLytyiwdMn",2
Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda  https://t.co/BrweSWm0aq,2
"Bom dia! Veja a capa da edição digital do Estado de Minas de hoje, 09 de janeiro. Leia mais no… https://t.co/sP0orgumB5",1
Estado de Minas: Deputados pressionam Temer para grandes obras em MG saírem do papel. https://t.co/lB6QD0hYIN,2
Jornal Hoje MG é o quarto estado a garantir o direito à amamentação em público Globo Play: https://t.co/MFO7Jwjqem via @YouTube,1
Transformou Minas numa republiqueta de negociatas um amontoado de bandidos de ratos roendo em benefício próprio tud… https://t.co/ObU4cUv2T8,0
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
Mg y critico tu estado o foto ♡ en VIVO ! Pero lueguito  como siempre con humor y amor ♡ quiero likess !!!! Yaaaaaaa !!!,1
"Se estiverem em mau estado podem prejudicar tanto o motorista quanto outras peças do veículo, uma vez que... https://t.co/sOxG3bMeNd",1
"RT @FillipeRinauro: ☺ (@ Açucena in Açucena, Estado de Minas Gerais) https://t.co/B5YcEmFDxw",1
Ônibus carregado de drogas é flagrado na MG-353; motorista é preso https://t.co/j2je0Fi5uh,2
RT @fernando250164: Dentista mata três colegas para vingar da concorrência em Santos - Nacional - Estado de Minas https://t.co/rcXqqNcXOf,1
Inquérito cita a relação de magistrados do Amazonas e facção envolvida em massacre - Nacional - Estado de Minas https://t.co/aqHJuhRPLl,1
RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,0
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/yCvSuAmoja,1
Temer altera programas sociais de Lula e Dilma - Politica - Estado de Minas https://t.co/DBGYlNFeJp,1
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",2
@PMMG190 - 26ª Cia PM Ind-  PEDRA AZUL- PMMG realiza apreensão de drogas e munições em operação policial https://t.co/rtKVIysn2h,2
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",1
Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/BC9tE4Znf7,2
"Homem é preso após transportar drogas em ônibus de turismo, em MG https://t.co/fOK5sc7uGF",2
"RT @RevistaISTOE: Mesmo em ‘calamidade financeira’, governo de Fernando Pimentel em MG compra mais dois helicópteros. https://t.co/vAdSKiBh…",0
RT @bhlinux: Comunista é assim. Essa desgraça que tomou conta do nosso país. É o governador vagabundo de MG. https://t.co/ZUApghxZpA,0
@PMMG190 - POLÍCIA MILITAR PRENDE AUTOR DE TRÁFICO DE DROGAS https://t.co/EQAbZABgen,2
RT @MeilingTamiozzo: Pimentel: MG está funcionando enquanto estados vizinhos estão em colapso - Politica - Estado de Minas https://t.co/wwX…,2
CRONOGRAMA DE DESIGNAÇÃO EM 2017 PARA AS ESCOLAS PÚBLICAS ESTADUAIS DE MINAS. https://t.co/wPUSzXsK9d,2
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/IeS2dnzrC7 #TimBeta,2
Prefeitura de Juiz de Fora divulga convocação para educação infantil: Primeira lista é de candidatos que optaram…… https://t.co/ifGpdv6LQU,2
Governo de Minas Gerais regulamenta Marco Regulatório das OSCs https://t.co/T8rBE6jIF4 https://t.co/3PfYZo8JjX,2
Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/bA9isNpqLK https://t.co/oHbUMzXUFw,2
"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Estado de Minas https://t.co/UXIaIpeZZQ",1
Cão da Polícia Militar ajuda na apreensão de drogas em Juiz de Fora https://t.co/t8gnIg95Ym https://t.co/BsL2lcwDiR,2
BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais https://t.co/KVmVF6UtP3 via @PortalMigalhas,0
"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",0
"Cães encontram drogas escondidas em tijolo e britas, em Montes Claros https://t.co/CZDaieyq2n Se gostou dê RT!! https://t.co/jCMDZCCTqC",2
RT @timbetassssssss: Assaltante é baleado por cliente durante roubo a posto em Uberlândia https://t.co/tNVu0lY61t https://t.co/HO2YMUxDJ3,2
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
"No último dia 06, as FOLIAS DE REIS foram reconhecidas como patrimônio cultural e imaterial do Estado de Minas... https://t.co/2INJ8xORei",1
Claro que lo hará. El nuevo Secretario de Estado explotará aún más el petróleo y minas de Guatemala. @usembassyguate https://t.co/g0QItHF5mx,1
Motociclista faz manobra perigosa e mata menino de 11 anos - Gerais - Estado de Minas https://t.co/FRBlDbfqVL,1
Polícia prende nove suspeitos de tráfico de drogas em Ipatinga https://t.co/KNXIyDnoL8 https://t.co/0rCJLLcNJK,2
Quatro homens são presos suspeitos de tráfico de drogas em Pirapora https://t.co/P2uEUDk3Ql,2
"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",0
"RT @edmarnarrador: É grave o estado de saúde do atacante Michael, que disputou o Brasileirão pelo América/MG. O carro em que estava colidiu…",1
"RT @prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/JKKYSX8Fgg https://t.co/lhcjG…",0
Maia nega ter criado 'patota' na Câmara e que haverá retaliações após eleição – Estado de… https://t.co/TLX8RRCEZA,1
BB avisa Justiça que governo de MG desgovernado pelo PT não tem recursos em conta judicial https://t.co/V484sN3maK,0
"RT @Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.https://t.co/MSqSlDMRAr",0
Apenas um paliativo https://t.co/feS7S54wK2,1
Homem é preso com mais R$ 22 mil e drogas em Juiz de Fora/MG https://t.co/k9S4Q3qUbn https://t.co/DRmarkeiJd,2
Prefeito de Ribeirão das Neves decreta estado de calamidade financeira https://t.co/QScJCkaXFk,0
Suspeitos de envolvimento em roubo de bancos no Sul de MG são presos https://t.co/uWCZPxnmxt,2
Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/qgRv6HrGFr,2
@PMMG190 - ITAÚNA: Polícia Militar realiza palestra de prevenção as drogas https://t.co/MxifMsSHGj,2
"Devasso, Pimentel some com depósitos judiciais  Aproximadamente R$ 1,5 bilhão para o pagamento de resgates dos... https://t.co/ToAuOyYJp6",0
"Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia #G1 https://t.co/dmVFuH0UNu",2
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"RT @capslock_io: Governo de Minas Gerais compra mais dois helicópteros -  https://t.co/ZTWw3u9ePM VOTARAM NO PT, ESPERAVAM O QUE DO GOVERNA…",0
RT @ReutersBrazil: BB avisa Justiça que governo de MG não tem recursos em conta judicial--documento https://t.co/2Jqob7kgIl #domesticNews,0
"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/nW3AoSJrZj https://t.co/xvnzHm522X",2
RT @lmjsaturn: cês sabem pq minas gerais é um ótimo estado pq tem minas no nome pq se fosse manos gerais seria um lixo,1
"Morre, aos 92 anos, o ex-presidente de Portugal Mário Soares - Estado de Minas https://t.co/J2fk6fH3NA",1
Vacinação contra febre amarela é intensificada na zona rural de Uberaba https://t.co/aSw1MQJQzB https://t.co/BO6NT4p7W6,2
Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/w03IrxqUHm https://t.co/zZqRgwnLvL,2
"RT @UOL: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/T36jGfw2mT",0
Fernando Pimentel entrega viaturas à PM em Governador Valadares https://t.co/MRvQhdVc62,2
#beta #betalab #mg Pede respeito aos direitos dos detentos: Defensoria Pública da União vai ao…… https://t.co/kKbLNKRXfi,1
Jovem é preso em Patos de Minas suspeito de tráfico e roubo na região  https://t.co/mV2AQJwR9n,2
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/mwf4lbltUm by #AcordouAcordou via @c0nvey",0
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense  Pra ser convocado tem que mudar de…",1
Minas tenta negociar nova suspensão do pagamento de dívida com a União https://t.co/D6FiX1i5Ak via @UOLNoticias @UOL,1
"@sebuscasedona @FundacionBADAN se solicita HERCEPTIN DE 440 MG PARA PACIENTE MARIANA REINOZA, ESTADO MERIDA",1
"New post: ""Polícia apreende armas e drogas no distrito de Barra Alegre, em Ipatinga"" https://t.co/Hhfn3bxzbR",2
RT @bemestar: Vacinação contra febre amarela é intensificada na zona rural de Araxá https://t.co/v26M6AjScG,2
iPhone completa 10 anos e revolução dos smartphones continua - Estado de Minas https://t.co/ZGdK12GzkP,1
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
"Construção de novos presídios não tem prazo para ocorrer, diz ministro da Justiça - Nacional - Estado de Minas https://t.co/Gv3tnhFWDq",1
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense  Pra ser convocado tem que mudar de…",1
Grupo é detido após roubo e carreta recuperada em MG https://t.co/QVzSrMvczq,2
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/k4JVwuQwao,2
Sube un estado regalandose y tiene más de 200 mg. Sube una foto sonriendo y tiene 50. ¿Entendes que solo te quieren por lo regalada que sos?,1
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense  Pra ser convocado tem que mudar de…",1
"RT @Vicente_Q_Filho: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/s4HYllJnZM by #Ary_AntiP…",0
#i5gornascimento @i5gornascimento g1 Vacinação contra febre amarela é intensificada na zona rural de Araxá https://t.co/V6l07zM4zl,2
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/X5ouLwr8gG por @JornalOGlobo,2
"Após denúncias, cães encontram drogas e menor é detido em MG https://t.co/blrhGwwBqx",2
"RT @CarneiroMPCGO: E em Goiás, como está a situação? ""Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciaisc https://t.co/WwQ…",0
RT @belemfala: NENHUMA REBELIÃO EM 10 ANOS DE FUNCIONAMENTO Presídio em Minas adota novo modelo e recupera 60% dos presos @SusipePa https:/…,2
Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/SudZn4eHAK https://t.co/WvPUCPFJIR,2
RT @maria_lima: Um é pouco. Dinheiro sobrando : Governo de Minas Gerais compra mais dois helicópteros -  https://t.co/zJNM1T4Aez,0
"Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado | Notícias - Atividade FM 99,1 https://t.co/khLoz9dBe3",1
RT @AnjokaMaximo: #NaoConfiamosNoSTF Põe na conta do @STF_oficial  que não cumpriu seu papel de afastar Pimentel. o Estado de MG pode cobra…,1
Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/sEyS7wAXdk https://t.co/8HeNbn3QfS,2
